,id,filename,vector,label
292,292,null,"[0.932338347831255, 1.1117032829910773, 5.001751705643777, 5.2721834450924785]",2
293,293,null,"[-0.9751243619278016, 8.81198723485235, 3.4610883686290026, 0.20796944934304173]",3
294,294,null,"[2.8281549905656864, -1.959517573506953, 11.175389447557595, 2.329950874661831]",4
295,295,null,"[4.595869742731949, 3.7909942409421067, 10.471695662396414, 7.392267893974014]",5
296,296,null,"[3.1158206361389977, 9.239958726391663, 8.730683107728339, 16.151064817093847]",6
297,297,null,"[7.600098826084281, -6.769918168439382, 12.804586613909034, 8.99069960514728]",7
298,298,null,"[22.28832981140532, 6.262488710369871, 11.565162844880346, 4.424464982439174]",8
299,299,null,"[-10.93847224503629, -5.117689107150689, 13.53224895364729, 12.941370629078936]",9
300,300,null,"[1.986589432359276, 0.2080152468665341, -0.0017098919340339553, -0.21859238553933671]",0
301,301,null,"[4.673276779099629, 3.6526490963070812, 2.5368852707271476, -2.7226885235451177]",1
302,302,null,"[4.059044550556964, -0.26319768740216354, 5.195732537947744, 5.436441880177473]",2
303,303,null,"[12.168804113998922, -6.072975164237549, -1.8613776031159945, 4.119810702931494]",3
304,304,null,"[-5.938068127232345, 9.782362599583074, -4.218983623364085, 1.4885529257056982]",4
305,305,null,"[13.665704453908148, 6.701617347892377, -1.492181838817232, 12.287228118442883]",5
306,306,null,"[4.496344743372154, -1.8545365924398949, -0.6277027438503966, 0.1483423984884249]",6
307,307,null,"[5.755586840792946, 14.64146110294288, 8.182459189159188, 3.0655683670601492]",7
308,308,null,"[-3.6247740703582902, 13.475796179610043, 21.54253584987216, -0.39484177958831523]",8
309,309,null,"[10.236365937942033, 8.295663083506845, 24.352576607083343, 7.1141524062895005]",9
310,310,null,"[0.9641376216689439, -0.7478787860533394, -0.9011964761376201, 0.7129843278999501]",0
311,311,null,"[2.1808750012223137, 3.326903771830328, -2.0852149239159328, 1.9485889880824816]",1
312,312,null,"[0.317780581772644, -0.7700932005566536, 0.3084983497939584, 1.3984419077146875]",2
313,313,null,"[4.08886214174995, -7.058289316326725, 0.02766789181720508, 7.2793143597963565]",3
314,314,null,"[-1.2246893081759698, 0.5833418170775881, 1.2508275865074632, 7.097494824014557]",4
315,315,null,"[5.750891379603253, 7.665746285076308, -10.171235069208972, 10.401713021069813]",5
316,316,null,"[11.975946040143015, 1.825762828720042, 18.019962040217514, 9.446650443842174]",6
317,317,null,"[11.347558498163899, 3.0448783958755428, 19.651788340421547, 5.648884119588853]",7
318,318,null,"[14.919574497570242, 7.9879484118513115, 5.556657719340665, 14.538689996056274]",8
319,319,null,"[1.768849773930273, 2.5407325644414165, 2.648129464459312, -2.9351697273310204]",9
320,320,null,"[-0.5054641558816039, -0.2991554192576081, 0.15929698819372404, -0.29879111985618767]",0
321,321,null,"[0.27862771951787113, 2.3590359444529265, -1.0619313010504956, 1.2023902559175892]",1
322,322,null,"[-1.6035593982699492, 3.8867031253221627, 2.0824804207293446, -2.9380240245851432]",2
323,323,null,"[2.584806594795331, 2.1285107019752, 1.8443705894733635, -4.374740980247993]",3
324,324,null,"[15.308911703896051, 8.299852503711033, 5.081929918792888, -7.054446245307554]",4
325,325,null,"[10.191887628968503, 1.284317688928489, 2.9096835215778354, 7.758789587087036]",5
326,326,null,"[5.1061241311283965, 17.082967355845433, -0.6856051910714767, -1.6436025755797097]",6
327,327,null,"[0.6157331069296363, 8.641303867502033, 4.776536905101083, 7.578140974978089]",7
328,328,null,"[18.998452668064836, -7.6977255391827, -4.759936817658126, 6.998188742266745]",8
329,329,null,"[19.61773785585033, 8.713288512547065, 10.724567976952146, 31.17246145470837]",9
330,330,null,"[-0.16240813022081058, 0.15161334984097555, -0.3157882654265216, -0.066150743341772]",0
331,331,null,"[0.24898082759521278, 1.318102128213189, -2.6123028209714794, 1.5465358425392997]",1
332,332,null,"[-0.5172303186117202, 5.375227583019607, 0.5856440880128502, 4.254399984892878]",2
333,333,null,"[2.1471213784443615, -0.6368117849724708, 8.388981975937908, -0.6115854553503937]",3
334,334,null,"[0.46773424489958737, -1.1171624963791187, 1.820101226049899, 6.007388986231876]",4
335,335,null,"[6.979789944158817, 14.674753934357868, 4.323666844404068, 2.9921578912015843]",5
336,336,null,"[5.566012705874142, 0.38643293121989153, 10.29780025998173, 14.500899930263332]",6
337,337,null,"[9.077661172535622, -1.8775972259174072, 12.93804593686463, -3.5827237791623485]",7
338,338,null,"[11.191841403657644, 6.969482979034424, -18.040519940699113, 7.496379418373218]",8
339,339,null,"[13.628090201487538, 14.467247311374992, 1.9042928130434795, 6.378817922143391]",9
340,340,null,"[0.5560838517108355, -0.06621156376303107, 0.9611583454375268, -0.38765018216661107]",0
341,341,null,"[-0.13787621928361982, 3.5070688922259303, 5.251383679171253, 4.008521917948128]",1
342,342,null,"[2.446549677148649, -1.961612386938282, -0.24303314208815063, 2.618464477424067]",2
343,343,null,"[3.3779218976721617, 11.684290134308563, 2.5057343725137313, 3.3319039293005432]",3
344,344,null,"[1.0714119607394665, 0.7855294749053345, 4.034967531197308, 5.064157885711036]",4
345,345,null,"[8.486952630272349, 4.433686678975308, 0.45323771498349696, 10.01166221825696]",5
346,346,null,"[6.171604334974708, 1.1271052497296372, 3.247349334484943, 6.276121723673926]",6
347,347,null,"[7.717012389804322, 23.58141464618985, 3.796375548083052, 7.917300312367642]",7
348,348,null,"[8.662009484049573, 28.357861777275048, 16.795353888498965, 27.009843870332023]",8
349,349,null,"[22.633548631161077, 1.6235414858292696, 31.16867793170206, -3.3465775420674877]",9
350,350,null,"[-0.718790605293892, 0.47317017430885805, -0.7747828747866159, -0.13889519782567952]",0
351,351,null,"[0.6228056124363951, -2.2082199166317795, 1.7765878555919299, 1.4114885513389062]",1
352,352,null,"[6.202997028204937, -0.6129205214606395, 4.294562328376106, -0.44542728988303004]",2
353,353,null,"[5.826702804103139, 0.719850223804023, 5.120447742379288, -2.5680326566382687]",3
354,354,null,"[16.245016251532874, 5.742311738558941, 0.796736822635495, 5.579593029243023]",4
355,355,null,"[-7.1172699320002515, 11.608441373480755, 7.51783479685408, 15.687772541316633]",5
356,356,null,"[3.5966319420522135, 1.600117039282532, -2.371975423266475, 0.8017985910002743]",6
357,357,null,"[6.759261095390702, 15.654946955086505, 13.086402777636085, 15.402939302043565]",7
358,358,null,"[19.69072329118805, -4.132113266913162, 16.281309243774373, 10.184241599245343]",8
359,359,null,"[0.37200377069527235, 21.01668210893233, -11.65386769042599, 6.606748457119726]",9
360,360,null,"[0.3699541211069039, -0.9429170543534814, -1.587841648802921, 1.039278543903691]",0
361,361,null,"[0.8256742637405461, 1.3154966779276211, 0.4330321580703913, 3.538042927128293]",1
362,362,null,"[1.9352249057516397, 3.7435806207967786, -2.99539437116154, 3.2109418365818896]",2
363,363,null,"[-6.182102089533281, 5.234743908417688, 4.613306444011676, 3.962041136368101]",3
364,364,null,"[1.1171257214344354, 0.5001951626490282, 0.9006558920320256, 0.49459888815801856]",4
365,365,null,"[2.1566612890772507, 12.97844388963386, -3.331342584537861, 15.027265872835075]",5
366,366,null,"[8.348730838321005, 19.721676538051298, 14.293206205842115, 6.921411711599049]",6
367,367,null,"[2.0244036774222334, 11.949964554828417, 2.125365395682544, -10.939164342424597]",7
368,368,null,"[10.631243569380043, 1.9953964712582701, 18.781420534126166, 1.3844662987676646]",8
369,369,null,"[23.271961958602578, -10.4087148300274, 28.090591554726664, 18.374169298385635]",9
370,370,null,"[-0.4737844640076437, -0.5005128432620016, -0.07925374478635008, 1.7222289284144805]",0
371,371,null,"[1.5887329812896205, 2.882878304049655, -0.59907832281143, 1.5499340632064078]",1
372,372,null,"[1.1540111423759982, -0.2234268031869875, 1.7227284730605115, 4.773703854841225]",2
373,373,null,"[0.2470845267473254, 2.3116364464242425, 1.7603762450632094, 1.5466456141915672]",3
374,374,null,"[0.09981527274197566, 9.617819735902685, 6.088953174484072, 5.637625814559175]",4
375,375,null,"[-3.0460372082299187, 10.528049752420134, 9.981999935913692, -4.9494555096852455]",5
376,376,null,"[0.6380387688047522, 6.26010538070772, 6.417730276752729, 4.872405418531619]",6
377,377,null,"[2.887339071238003, 18.19218005403566, 33.62460807321333, -3.998765042207882]",7
378,378,null,"[3.571268504697718, 2.5873970567413753, 13.032185782890856, 7.186351625227204]",8
379,379,null,"[16.12204572134171, -3.1939624214792435, 0.027505115304739647, 26.972657232788528]",9
380,380,null,"[-0.6222142957424142, 1.931464410067617, 0.48866007477728163, 0.3143081319221956]",0
381,381,null,"[0.1503926571325277, 2.4862865037734467, -2.7264768397519634, 3.283517027918634]",1
382,382,null,"[3.594271781003437, 2.808746191274623, 2.8610278529188298, 0.7030706574733767]",2
383,383,null,"[0.9261574437478584, 8.034468604428348, 2.5261403532205757, -3.7088336781402367]",3
384,384,null,"[12.206788025844103, 4.992563862596327, 3.942496139401061, 3.859677785683783]",4
385,385,null,"[14.374363028063033, 15.402528354962708, 9.57752468972636, 10.575183004789217]",5
386,386,null,"[5.730453677910893, 7.577974968523126, 13.162256830353618, 20.423211993765392]",6
387,387,null,"[12.966238644457116, 8.745981756659607, 2.0152844626790083, 4.849734832315666]",7
388,388,null,"[18.921991540440256, 0.24419136974137245, 2.3687954096468626, 20.914061426164544]",8
389,389,null,"[-5.419926416436242, 3.179655774406549, -4.423897698617729, 7.171107252666397]",9
390,390,null,"[0.6026969325721088, 1.411188819199512, 0.47907871417310144, -0.9995108329810415]",0
391,391,null,"[-0.42645773285365984, 1.1995792459114776, 3.0156514292454455, -0.13775247611955566]",1
392,392,null,"[1.6943672239389571, 5.125839805952545, 2.18931804890865, 1.5188310181289346]",2
393,393,null,"[1.1920760105923458, 8.220019902385978, 9.04529380612189, 4.886519839419398]",3
394,394,null,"[1.1345934832191582, 7.207047236903619, 9.12884836515327, 4.4587043054421915]",4
395,395,null,"[2.4232380915881593, 0.5224280229478762, 10.742329008256933, 12.124884524847367]",5
396,396,null,"[5.642372309239106, 11.38979332434234, 6.137462021608073, 0.6738270358641198]",6
397,397,null,"[3.728027506983883, -0.8019206933738339, 1.4896505675384688, 13.191699648817977]",7
398,398,null,"[5.875318642893379, 4.000089918863161, 10.713889540612183, 10.857612024643242]",8
399,399,null,"[7.272411426769739, 26.98590746190799, 2.1105946093720513, 20.794328701241092]",9
400,400,null,"[1.259700919767357, 0.31270325751450967, -0.01279510470533733, -1.105132662585068]",0
401,401,null,"[-0.8438289266170091, -1.73758994260607, -0.6510302334097322, 1.3977412594910383]",1
402,402,null,"[8.804892445018725, 2.2449237677669833, -4.317251218081118, 4.660933950543123]",2
403,403,null,"[5.4221206040140055, 0.6479001196534755, 7.771796575413468, 3.0538134403044634]",3
404,404,null,"[1.5614184828392697, 3.948803275646833, 3.757890186373047, 8.249209043789211]",4
405,405,null,"[0.3950857462894284, -0.4857474494348395, 3.573551906557259, 4.77123593633718]",5
406,406,null,"[4.12691118752574, 10.247622718245047, 4.832791003854391, 2.0341265670764095]",6
407,407,null,"[11.178354306570476, -2.201767070811849, 19.25219310195323, 4.091022211988717]",7
408,408,null,"[9.372435609937904, 1.7945298181913767, 9.158489920281381, 20.335060347093442]",8
409,409,null,"[5.689799358669513, -5.502603760452358, 23.284937415439963, 9.285284889658673]",9
410,410,null,"[0.399705140370348, -0.4657898919629784, -0.5475381951313099, 1.8296791544703062]",0
411,411,null,"[4.81664964037736, 0.6534665242493415, -0.08635909172815115, 2.0053173233377093]",1
412,412,null,"[5.374760352004202, 2.7979689374379757, -1.5014612442774142, 3.993378055777365]",2
413,413,null,"[7.551356622565572, 3.833101386558609, 1.0871110672164912, 2.9859457872506168]",3
414,414,null,"[-1.2347464956902385, 1.4507657952996214, 2.0720738937416954, -6.230238108873786]",4
415,415,null,"[12.714279176545308, 3.172189529807149, 18.18173530378593, 4.851080052174078]",5
416,416,null,"[14.188322477048676, 5.6636213931457275, 4.252315708113376, 2.1244607264363884]",6
417,417,null,"[2.1141041572594643, 2.4774020930121514, 9.224095792712763, 6.703518667802117]",7
418,418,null,"[17.932996916075947, 21.136475880059756, 3.170511694944281, 20.262046215077273]",8
419,419,null,"[-12.044435299757197, 6.920006192943715, 18.456557571363547, 8.164060749345493]",9
420,420,null,"[1.2466284284045053, -0.5282155850566955, -0.12493011974697264, 0.9714632043330426]",0
421,421,null,"[1.6335742293271829, -2.0417668957398405, -1.8394826571941465, 0.37900580665454153]",1
422,422,null,"[1.7159137155588489, 5.38200071389609, 3.835589264833367, 1.3614176073837911]",2
423,423,null,"[1.7504017963347447, 2.639292160893934, -1.3301504509827682, -0.9553982944226829]",3
424,424,null,"[11.543696402737137, 4.596971947708015, 4.385203368630526, -0.6873309887609214]",4
425,425,null,"[7.314316040656989, 9.57661561361573, 16.58058980031275, 2.5246636546825316]",5
426,426,null,"[3.613888547104593, -3.7443649055482595, 10.10255598932105, 3.5059353370360506]",6
427,427,null,"[10.891047649510845, 3.0771725519863518, -4.850346312144902, 18.607971079801118]",7
428,428,null,"[7.548034385726304, 14.135472470837636, 6.657671017388074, 15.334658844908533]",8
429,429,null,"[-1.1146255364753035, -8.104710963725779, 14.856435692199156, 2.682121938815813]",9
430,430,null,"[0.4825552879909043, -0.5297842826406944, -0.0010571094933538255, -0.5542851677206505]",0
431,431,null,"[1.9718330140845373, 1.3457699430972134, 2.2000207603828437, 3.5765374206142253]",1
432,432,null,"[7.938823825970182, -1.5560557675573925, 1.9396778486476007, -0.06962275732106082]",2
433,433,null,"[10.266169826624544, 9.945223737443882, 1.5962833085499102, 0.2534075042028112]",3
434,434,null,"[4.460827533996854, -7.157108382592584, 9.338335703955448, 0.6901878675723729]",4
435,435,null,"[5.948495746572621, 0.16502705850749244, 2.6659773264883446, -5.5184893765976355]",5
436,436,null,"[9.766285792635838, 8.771666620212935, 10.782041203822791, 16.064889887964043]",6
437,437,null,"[0.8468407755646545, 8.952948751199477, 7.124244993900991, 23.361544476244266]",7
438,438,null,"[10.371980286925146, 10.388048425855214, -2.002805293119378, 10.333153328513564]",8
439,439,null,"[8.25877080003518, 13.712500743814573, -6.468782296516288, 17.925088683624473]",9
440,440,null,"[-0.6711269385310297, 0.10122678746628336, -0.30058855040687893, 0.1860738852982215]",0
441,441,null,"[0.23837436016606806, 3.1069988943363835, 2.86767756163466, 1.5959986830815218]",1
442,442,null,"[1.8042853209923422, 6.070284088540448, 3.9567598816154015, 2.1125812576869114]",2
443,443,null,"[5.305202522245466, -0.5687652602956552, 1.6942155238738774, 2.7068247523961038]",3
444,444,null,"[2.8685515999203473, 6.580085237088687, 1.7661343354140886, 6.386775511494092]",4
445,445,null,"[13.672061818872407, 4.739341556392763, 7.678242739953401, 12.01668074969789]",5
446,446,null,"[14.517315509922117, 2.3008564784620296, 9.3437961100236, 10.494719503310527]",6
447,447,null,"[17.68516463559539, 8.118132368196221, 15.806723556547272, -4.46125316814482]",7
448,448,null,"[26.505413508172452, 24.518396210790122, -17.78796015518822, 23.448050124221048]",8
449,449,null,"[9.748198098728757, 23.714140346204708, -9.725281534135107, 10.586219211926648]",9
450,450,null,"[-0.2999228924317616, -2.3445307962103334, -0.12770995909259994, 0.26056060683972304]",0
451,451,null,"[4.20419954809576, -0.04002016909467554, 2.5519936553685225, -1.4698532928006656]",1
452,452,null,"[0.5424191116111463, 1.74165038067522, 4.240438846781005, 4.396799291911616]",2
453,453,null,"[3.7628967972714373, 4.548592049004556, -2.2262858995696746, 3.962700239665756]",3
454,454,null,"[5.745216204629529, 7.031984257933313, 2.943113087782187, 0.3633403455326438]",4
455,455,null,"[5.383881337702703, -6.440266069163956, 10.318866723168313, 13.756356914422971]",5
456,456,null,"[14.697968385467034, 3.3975877388774567, 4.346407167009363, 9.34196424481376]",6
457,457,null,"[9.05305939615068, 23.193843162374854, 17.550231925179823, 5.453941288922555]",7
458,458,null,"[-0.7928591582403968, 8.71018619976126, 16.912396078817522, -7.984468722183816]",8
459,459,null,"[-3.814961790012349, 23.80234368190562, 16.692929703527202, 17.224463610612517]",9
460,460,null,"[-2.6335534830063585, -0.16663115442465157, 1.1093023113015021, 0.13311155056023957]",0
461,461,null,"[-2.315458287067995, 0.15608328972655816, 1.256318738927109, 1.2156088814696413]",1
462,462,null,"[4.39333407836304, 8.218744712148684, 1.8720391384591772, 5.291978313919362]",2
463,463,null,"[6.433337638276858, 6.458527105920252, 2.6743084970810216, 6.016284904891642]",3
464,464,null,"[5.802502161067892, 7.887677679061197, 2.363034260286641, 3.395187841213949]",4
465,465,null,"[13.325841426446459, 2.899813962013599, 2.883795472806144, 7.624769300623667]",5
466,466,null,"[3.681910329178369, 12.745473485305363, 4.347811872606069, 2.1729834283720706]",6
467,467,null,"[1.775083762593204, 3.28156005617831, 2.5282775064665453, 1.282737158855614]",7
468,468,null,"[14.34690256134808, 3.672600333585014, 11.248946889351803, 5.362645042281711]",8
469,469,null,"[-4.946946895179757, 10.905131355200833, 6.809056077589347, 14.807778814195643]",9
470,470,null,"[-1.5160943767637531, 0.7449410998343198, -1.3525321935455332, -0.011508792686643086]",0
471,471,null,"[0.1144809406083741, 1.4831358904879939, -1.1579445085772466, 1.167675283014297]",1
472,472,null,"[5.478308599353285, 0.6697345262134706, 8.692427946487648, -4.944955517580224]",2
473,473,null,"[4.185648491981965, 2.7101966055465097, 4.909355608495554, 3.187898180018466]",3
474,474,null,"[8.39002097889204, 1.741364553544679, -0.9766550318980478, 4.140368538086188]",4
475,475,null,"[12.687090349882808, 7.156878608389227, 3.3281163432492877, 20.053841456623363]",5
476,476,null,"[4.839418644619512, 12.618852087985692, 11.684503237199673, 8.506319432140112]",6
477,477,null,"[7.484911290095082, 19.335631132278095, -7.056264067589826, 0.6376056541849549]",7
478,478,null,"[0.44266274314647625, -1.0077314243178286, 13.357594019149952, 15.707309827262696]",8
479,479,null,"[1.4502922490938932, 10.381278925880853, 1.492871930733978, 7.918310810753082]",9
480,480,null,"[0.5487789888073145, 0.2762795304537276, -1.9172967398693301, 0.8047905394809922]",0
481,481,null,"[4.96448294656952, 0.43096208459490204, 2.987342284060963, -2.1098178314465175]",1
482,482,null,"[1.832231573953112, 1.0293981423952563, 2.8344215991989037, 9.186868143469356]",2
483,483,null,"[0.22601263996346255, 2.6601923289246896, -3.7989066464197006, 1.4340998554891025]",3
484,484,null,"[5.6381160539400454, 11.415717431879324, 0.17862068174089885, 1.6778866226281508]",4
485,485,null,"[-1.6600268080150435, 7.475087837379734, 4.673249170218946, 17.022447441391066]",5
486,486,null,"[5.812660044121653, -1.2553265712593982, 9.939982828004945, -5.464924402892036]",6
487,487,null,"[15.224393075333724, 15.212539824224645, 5.8279110374677385, 0.3407372628467691]",7
488,488,null,"[-0.7875620313867788, 23.95251908785704, 9.276754798387177, 10.624388045821645]",8
489,489,null,"[16.391619252122535, 13.807767343641284, 5.104061185660467, 21.42590765439129]",9
490,490,null,"[0.03720192069887631, 1.2622063960985863, -1.0946301155311886, 0.2807183912018772]",0
491,491,null,"[2.7262992880821324, -1.2051720305085238, -1.2883517512596652, 2.403133043402753]",1
492,492,null,"[-2.4152663581667637, 7.513245175877028, 3.2694318458419396, 0.4192859008425298]",2
493,493,null,"[-0.20238761953922824, -0.7856362238786172, -2.017191783538416, -2.072976107789118]",3
494,494,null,"[-2.4352525724773084, -1.962261700557729, 3.4268144293103537, 1.4650250420402315]",4
495,495,null,"[9.411063485645599, 8.94940745135014, 3.5207089764103725, -0.6859840066683969]",5
496,496,null,"[-4.962230648254954, 13.39886639735435, 1.6589801420214059, 5.954149653085132]",6
497,497,null,"[15.208177579551904, 6.973925734523906, 7.595238916100037, 5.712161771655295]",7
498,498,null,"[18.129521763263632, 8.783554176722381, 6.3890535173480885, -0.18188685304410157]",8
499,499,null,"[2.009850136775153, -1.4292786522109733, 18.54875669031093, -0.8340509307533512]",9
500,500,null,"[1.0644211464677917, 0.5167085045764742, 1.46553508885397, -1.1031945739152127]",0
501,501,null,"[4.755128684722165, 1.8673909846913035, 0.5866096336967617, 0.783907297514334]",1
502,502,null,"[3.977263612051633, 3.13508273634976, 4.981034992256385, 7.30340887872332]",2
503,503,null,"[-0.044485666747053454, 2.8339358808573687, -2.319335040280775, 8.46187283405228]",3
504,504,null,"[3.771258240543139, 6.085173771937779, 8.677496490426527, 3.6436335128606427]",4
505,505,null,"[0.9042617527689254, 6.560583757740201, 8.442758828885403, 1.9597602056098133]",5
506,506,null,"[13.716073434213001, -8.338708840416714, 6.526284185950687, 1.1122026015590487]",6
507,507,null,"[24.38436968718279, -3.5995123696651508, 8.03004886583431, 13.307109963624097]",7
508,508,null,"[19.77979694217643, -10.880341834489023, 6.796091911060328, 9.894276441424662]",8
509,509,null,"[-8.84509029453233, 10.728862954598194, -7.404642542610873, -8.047613503832629]",9
510,510,null,"[-0.20761472197135736, 0.323622034117359, 0.9049484118793, 0.9509575495778437]",0
511,511,null,"[-2.3223917320817558, 1.0331914651477339, 0.5698605074821979, -0.541726256175767]",1
512,512,null,"[-4.518365333513566, 1.1590308321536822, -1.0706517969312168, -1.998859643354617]",2
513,513,null,"[0.5051937403709181, -3.2419201039805836, 9.078829628793759, 2.0294413259238206]",3
514,514,null,"[-2.3729354567770535, 3.3930005555462586, 0.5465235059883171, -3.7941115199442015]",4
515,515,null,"[11.344219197853137, 7.880421569231635, 5.487021698061509, 0.9251259263857037]",5
516,516,null,"[17.780017358147195, 10.388723670755553, -0.33878175107584596, 2.6598599896223067]",6
517,517,null,"[12.074312601799354, 5.0782220748736115, 18.49943508762982, 6.012426186246828]",7
518,518,null,"[2.920793258707615, 11.223152242950182, 14.977264903600268, 6.02272488251003]",8
519,519,null,"[10.000548920358854, 12.38093347551592, 12.147840283168808, 4.912788099245428]",9
520,520,null,"[-0.7345299866868471, -3.0822115685624634, -0.2699477048030236, -1.370723004555465]",0
521,521,null,"[4.587744874396401, 1.2443093754202053, 0.08585221866326331, 2.0409281783940765]",1
522,522,null,"[1.7525041886692811, 7.279576772785601, 1.0521605096526683, 1.6706953196469412]",2
523,523,null,"[2.9654211592753277, 2.464458197827798, 6.266242251584361, 3.2696105766085664]",3
524,524,null,"[0.8652225279740224, 4.841986214394171, 2.4038679146807373, 1.6171325044403506]",4
525,525,null,"[7.298139573593588, 3.9289580355784675, -2.381523678631762, 16.02626880689372]",5
526,526,null,"[8.168822348317025, 5.621314235495183, 4.978678951085092, 3.2411505364840334]",6
527,527,null,"[-4.364641597109696, 18.403202510314877, 14.29574727349139, 3.4829135861982907]",7
528,528,null,"[2.3138969134735703, 0.071026673570735, 19.76408483616631, -4.098523238044647]",8
529,529,null,"[24.958205218466222, -2.5985691526217636, 7.756586002383825, 16.729069839650077]",9
530,530,null,"[0.14516901937005156, 1.8183350442636355, -0.07507674949892228, 0.07341004183568968]",0
531,531,null,"[3.6906282801459467, 0.9761107219067189, 3.859361717651259, 0.5770826004288176]",1
532,532,null,"[1.555019849251751, -0.30757232831159964, 3.1001631716461704, 5.374689942703946]",2
533,533,null,"[6.131259896106608, -3.9782913883016215, 1.126685823189295, 7.734236072627464]",3
534,534,null,"[5.859650541778888, 7.551706164234953, 3.3246825870019445, 1.5805815897491868]",4
535,535,null,"[10.82723578640519, 1.8520144111231858, 17.498424903023537, -0.6648571601173563]",5
536,536,null,"[11.983579834656586, 6.406848483733144, 14.666562238974398, 16.869629855480916]",6
537,537,null,"[-10.822305483876018, -11.348661315824682, 3.888864743453051, -3.336961851937076]",7
538,538,null,"[23.990902255498156, 12.355807998619088, -3.9370626933213853, 3.6993451561963386]",8
539,539,null,"[19.52450498405731, 7.648567583913746, 0.3013346348142072, 2.186746734131278]",9
540,540,null,"[-0.45310346464033174, -0.8039517555846936, 0.026015170175357028, 0.40203349759125623]",0
541,541,null,"[1.9447079435900454, -0.6851659518913813, 2.310554886238932, -1.1539475725756212]",1
542,542,null,"[0.9422893049455496, 1.332703323835404, 6.320358382654755, -2.2105916999838]",2
543,543,null,"[1.1181341690625157, -2.3175716781803457, 6.157071297424495, 6.1341521461566435]",3
544,544,null,"[6.643925626974579, 4.3092375349933665, -2.242765833644902, -2.639123656190015]",4
545,545,null,"[7.422196562657195, 6.855807114383635, 6.765649041898024, -2.445053964210252]",5
546,546,null,"[9.594858794717517, 18.689044788501423, 10.968800215823025, -7.158573017346036]",6
547,547,null,"[15.574861765932246, -4.280231350167812, 3.781865707000604, 19.917900757195348]",7
548,548,null,"[-2.252135295718153, -7.1125245853766526, 13.387035439938366, -11.20941746852052]",8
549,549,null,"[18.969349888928825, 15.363239451606251, 20.10866382151473, 13.991014889864816]",9
550,550,null,"[-0.2272001663608525, -0.17979336884425948, 0.9042795544292523, 0.37672603346451455]",0
551,551,null,"[0.1751573528367043, 1.5844267484432275, 1.182108169773485, 3.6566070099848518]",1
552,552,null,"[1.9510641592445421, 8.645835216993103, 4.904323560690213, 5.430387808175767]",2
553,553,null,"[3.760980735927432, 2.5907145722505707, 2.3660076682133653, -0.49687227223307495]",3
554,554,null,"[2.7376713051266237, -2.3249508738053866, 6.293586939988444, 1.610645270727519]",4
555,555,null,"[3.2787508153149107, 12.8513460210332, 12.320842531926433, 1.9134733033158535]",5
556,556,null,"[17.770320822306203, 13.514089422021929, 6.993036323844592, 12.422959765464514]",6
557,557,null,"[-1.8198092470067895, 10.515067514618027, 10.205249308216398, 4.77573275262234]",7
558,558,null,"[20.294802428602257, 7.873428942987317, 12.1755086156642, 8.765176497698388]",8
559,559,null,"[4.184432708714312, 0.9394314035948028, 27.10239930021972, 30.796391528267534]",9
560,560,null,"[-1.3987490155785072, 0.9516582907526969, -0.23759856257866038, 0.08968129019747147]",0
561,561,null,"[2.746803261128603, -0.20734848014925622, 0.07769239915010495, 3.0004434811579532]",1
562,562,null,"[-0.9177195242249994, 2.0416319747979506, -2.226351927275304, 1.0912325368076292]",2
563,563,null,"[1.6533145951159878, 6.618174072771535, 6.719300407789216, 6.599641006286339]",3
564,564,null,"[5.711667306094573, 7.825679578595927, 10.283936890039612, 9.252303441464763]",4
565,565,null,"[13.002320299769398, 8.409906223240647, -2.662590555197273, -4.418306851850277]",5
566,566,null,"[7.982821233043579, 9.28055453138795, -3.6108843752580153, 24.616369490247994]",6
567,567,null,"[20.971653262680327, 14.726514687961405, 14.688603131949684, 8.410330426858312]",7
568,568,null,"[11.66207148521925, 6.103758955586662, -7.126882834710905, 1.0150331980026612]",8
569,569,null,"[10.476194908458792, 10.11358306420595, -14.689318810973173, -0.905816033442628]",9
570,570,null,"[0.25331926953096723, -0.11014094644029603, -1.1564848448797904, 0.5455770362965849]",0
571,571,null,"[3.799624782444499, 4.592820919923058, -1.467431696878128, 1.080248927958582]",1
572,572,null,"[0.5303903843388393, 0.5177919609668515, 2.8921594629579164, -1.2461454670943155]",2
573,573,null,"[1.9580531838424151, 1.3462322996299894, 11.722668147453467, 4.375718325314875]",3
574,574,null,"[7.031697994562853, 6.354922724497824, -1.0834322880592762, 4.442939578620502]",4
575,575,null,"[10.949217793032028, 12.120140989597477, 13.623747929707942, 14.161051100561036]",5
576,576,null,"[10.793569238130443, 12.328807736431786, 7.187488344690767, 2.0665927945889093]",6
577,577,null,"[-4.584964313896476, 5.674078866843361, -7.777442104575391, -2.7728839994544057]",7
578,578,null,"[8.62776827376073, 2.6744479901880682, 8.986434783636206, 13.66139556139984]",8
579,579,null,"[2.024858640291348, -2.343165528727104, -2.5149605592001762, 7.179447732828532]",9
580,580,null,"[1.2694382246164355, 0.8545401041647961, -0.4158660826143948, 1.2750378701133676]",0
581,581,null,"[1.5705053050872944, -0.05032289826655001, 2.5831440109661346, 4.382687638363195]",1
582,582,null,"[-2.3956992338804275, 4.26800008202574, 4.121281878248038, 1.8618295653404235]",2
583,583,null,"[5.331653152363001, -2.3654703362470277, 10.632819613538993, 10.143783085612869]",3
